Date,Type,Réf. transaction,Moyen de paiement,Quantité,Unité,Description,Catégorie,SKU,Devise,Prix avant réduction,Réduction,Prix (TTC),Prix (HT),TVA,Taux de TVA,Compte
15 mai 2026 16:01,Vente,TAAA239Q7AD,Visa - Débit,"0,825",kg,Chaussures,Ventes Au Kilo,,EUR,"2,48","0,00","2,48","2,07","0,41",20 %,Caissier Frip & Co
15 mai 2026 16:01,Vente,TAAA239Q7AD,Visa - Débit,"7,285",kg,Vente Plus de 5 kilos,Ventes Au Kilo,,EUR,"40,80","0,00","40,80","34,00","6,80",20 %,Caissier Frip & Co
15 mai 2026 16:02,Vente,"TAAA239RSDR, TAAA239RUH3","Espèces, Visa - Débit","3,99",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"27,93","0,00","27,93","23,28","4,65",20 %,Caissier Frip & Co
15 mai 2026 16:02,Vente,TAAA239RVAA,Visa - Crédit,"0,455",kg,Chaussures,Ventes Au Kilo,,EUR,"1,36","0,00","1,36","1,13","0,23",20 %,Caissier Frip & Co
15 mai 2026 16:02,Vente,TAAA239RVAA,Visa - Crédit,"2,285",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"16,00","0,00","16,00","13,33","2,67",20 %,Caissier Frip & Co
15 mai 2026 16:03,Vente,TAAA239SFSY,Mastercard - Débit,"4,705",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"32,94","0,00","32,94","27,45","5,49",20 %,Caissier Frip & Co
15 mai 2026 16:04,Vente,TAAA239SRYY,Visa - Crédit,"0,33",kg,Chaussures,Ventes Au Kilo,,EUR,"0,99","0,00","0,99","0,82","0,17",20 %,Caissier Frip & Co
15 mai 2026 16:04,Vente,TAAA239SRYY,Visa - Crédit,"1,25",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"8,75","0,00","8,75","7,29","1,46",20 %,Caissier Frip & Co
15 mai 2026 16:05,Vente,TAAA239SY69,Visa - Débit,"1,935",kg,Chaussures,Ventes Au Kilo,,EUR,"5,80","0,00","5,80","4,83","0,97",20 %,Caissier Frip & Co
15 mai 2026 16:05,Vente,TAAA239SY69,Visa - Débit,"7,135",kg,Vente Plus de 5 kilos,Ventes Au Kilo,,EUR,"39,96","0,00","39,96","33,30","6,66",20 %,Caissier Frip & Co
15 mai 2026 16:05,Vente,TAAA239S7HB,Visa - Débit,"6,505",kg,Vente Plus de 5 kilos,Ventes Au Kilo,,EUR,"36,43","0,00","36,43","30,36","6,07",20 %,Caissier Frip & Co
15 mai 2026 16:06,Vente,TAAA239TQ4N,Mastercard - Débit,"1,39",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"9,73","0,00","9,73","8,11","1,62",20 %,Caissier Frip & Co
15 mai 2026 16:07,Vente,TAAA239UATK,Mastercard - Crédit,"5,39",kg,Vente Plus de 5 kilos,Ventes Au Kilo,,EUR,"30,18","0,00","30,18","25,15","5,03",20 %,Caissier Frip & Co
15 mai 2026 16:07,Vente,TAAA239UBBN,Espèces,"0,81",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"5,67","0,00","5,67","4,72","0,95",20 %,Caissier Frip & Co
15 mai 2026 16:09,Vente,TAAA239VDVB,Espèces,2,pce,Sacs,Ventes Au Kilo,,EUR,"0,40","0,00","0,40","0,33","0,07",20 %,Caissier Frip & Co
15 mai 2026 16:09,Vente,TAAA239VDVB,Espèces,"6,435",kg,Vente Plus de 5 kilos,Ventes Au Kilo,,EUR,"36,04","0,00","36,04","30,03","6,01",20 %,Caissier Frip & Co
15 mai 2026 16:09,Vente,TAAA239VLBV,Espèces,"1,91",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"13,37","0,00","13,37","11,14","2,23",20 %,Caissier Frip & Co
15 mai 2026 16:11,Vente,TAAA239V63D,Espèces,"0,48",kg,Chaussures,Ventes Au Kilo,,EUR,"1,44","0,00","1,44","1,20","0,24",20 %,Caissier Frip & Co
15 mai 2026 16:11,Vente,TAAA239V63D,Espèces,"4,45",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"31,15","0,00","31,15","25,96","5,19",20 %,Caissier Frip & Co
15 mai 2026 16:12,Vente,TAAA239XUZK,Visa - Débit,"4,885",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"34,20","0,00","34,20","28,50","5,70",20 %,Caissier Frip & Co
15 mai 2026 16:15,Vente,TAAA239ZD2Z,Visa - Débit,"6,645",kg,Vente Plus de 5 kilos,Ventes Au Kilo,,EUR,"37,21","0,00","37,21","31,01","6,20",20 %,Caissier Frip & Co
15 mai 2026 16:18,Vente,TAAA2392PKX,Espèces,"1,04",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"7,28","0,00","7,28","6,07","1,21",20 %,Caissier Frip & Co
15 mai 2026 16:18,Vente,TAAA2392LXL,Mastercard - Débit,"0,385",kg,Chaussures,Ventes Au Kilo,,EUR,"1,16","0,00","1,16","0,97","0,19",20 %,Caissier Frip & Co
15 mai 2026 16:18,Vente,TAAA2392LXL,Mastercard - Débit,"4,285",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"30,00","0,00","30,00","25,00","5,00",20 %,Caissier Frip & Co
15 mai 2026 16:18,Vente,TAAA23924PS,Visa - Débit,"1,66",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"11,62","0,00","11,62","9,68","1,94",20 %,Caissier Frip & Co
15 mai 2026 16:20,Vente,TAAA23936TP,Visa - Débit,"6,85",kg,Vente Plus de 5 kilos,Ventes Au Kilo,,EUR,"38,36","0,00","38,36","31,97","6,39",20 %,Caissier Frip & Co
15 mai 2026 16:22,Vente,TAAA2394UTV,Visa - Débit,"7,37",kg,Vente Plus de 5 kilos,Ventes Au Kilo,,EUR,"41,27","0,00","41,27","34,39","6,88",20 %,Caissier Frip & Co
15 mai 2026 16:23,Vente,TAAA2396KKM,Mastercard - Débit,"4,015",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"28,10","0,00","28,10","23,42","4,68",20 %,Caissier Frip & Co
15 mai 2026 16:25,Vente,TAAA2397BPK,Espèces,"1,985",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"13,90","0,00","13,90","11,58","2,32",20 %,Caissier Frip & Co
15 mai 2026 16:25,Vente,TAAA2397FQN,Visa - Débit,"3,575",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"25,02","0,00","25,02","20,85","4,17",20 %,Caissier Frip & Co
15 mai 2026 16:26,Vente,TAAA2397ZNV,Espèces,"5,825",kg,Vente Plus de 5 kilos,Ventes Au Kilo,,EUR,"32,62","0,00","32,62","27,18","5,44",20 %,Caissier Frip & Co
15 mai 2026 16:26,Vente,TAAA23977RM,Espèces,"8,605",kg,Vente Plus de 5 kilos,Ventes Au Kilo,,EUR,"48,19","0,00","48,19","40,16","8,03",20 %,Caissier Frip & Co
15 mai 2026 16:27,Vente,TAAA2399PFB,Espèces,"1,88",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"13,16","0,00","13,16","10,97","2,19",20 %,Caissier Frip & Co
15 mai 2026 16:29,Vente,TAAA24AAKVE,Espèces,"1,05",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"7,35","0,00","7,35","6,12","1,23",20 %,Caissier Frip & Co
15 mai 2026 16:30,Vente,TAAA24AA26H,Espèces,"1,8",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"12,60","0,00","12,60","10,50","2,10",20 %,Caissier Frip & Co
15 mai 2026 16:30,Vente,TAAA24AA3FR,Espèces,"1,525",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"10,68","0,00","10,68","8,90","1,78",20 %,Caissier Frip & Co
15 mai 2026 16:32,Vente,TAAA24AB6QK,Mastercard - Débit,"3,35",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"23,45","0,00","23,45","19,54","3,91",20 %,Caissier Frip & Co
15 mai 2026 16:33,Vente,"TAAA24ACK46, TAAA24ACMUR","Espèces, Visa - Débit","3,04",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"21,28","0,00","21,28","17,73","3,55",20 %,Caissier Frip & Co
15 mai 2026 16:34,Vente,TAAA24ACZTB,Visa - Débit,"11,735",kg,Vente Plus de 5 kilos,Ventes Au Kilo,,EUR,"65,72","0,00","65,72","54,77","10,95",20 %,Caissier Frip & Co
15 mai 2026 16:34,Vente,TAAA24AC6VG,Visa - Débit,"0,56",kg,Chaussures,Ventes Au Kilo,,EUR,"1,68","0,00","1,68","1,40","0,28",20 %,Caissier Frip & Co
15 mai 2026 16:34,Vente,TAAA24AC6VG,Visa - Débit,2,pce,Sacs,Ventes Au Kilo,,EUR,"0,40","0,00","0,40","0,33","0,07",20 %,Caissier Frip & Co
15 mai 2026 16:34,Vente,TAAA24AC6VG,Visa - Débit,"5,02",kg,Vente Plus de 5 kilos,Ventes Au Kilo,,EUR,"28,11","0,00","28,11","23,42","4,69",20 %,Caissier Frip & Co
15 mai 2026 16:35,Vente,TAAA24ADXAZ,Espèces,"0,89",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"6,23","0,00","6,23","5,19","1,04",20 %,Caissier Frip & Co
15 mai 2026 16:36,Vente,TAAA24ADZAP,Visa - Débit,"0,645",kg,Chaussures,Ventes Au Kilo,,EUR,"1,94","0,00","1,94","1,62","0,32",20 %,Caissier Frip & Co
15 mai 2026 16:36,Vente,TAAA24ADZAP,Visa - Débit,"3,54",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"24,78","0,00","24,78","20,65","4,13",20 %,Caissier Frip & Co
15 mai 2026 16:36,Vente,TAAA24ADZAP,Visa - Débit,"4,155",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"29,08","0,00","29,08","24,23","4,85",20 %,Caissier Frip & Co
15 mai 2026 16:36,Vente,TAAA24AEBM9,Visa - Débit,"7,485",kg,Vente Plus de 5 kilos,Ventes Au Kilo,,EUR,"41,92","0,00","41,92","34,93","6,99",20 %,Caissier Frip & Co
15 mai 2026 16:36,Vente,TAAA24AEDYQ,Visa - Débit,"4,22",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"29,54","0,00","29,54","24,62","4,92",20 %,Caissier Frip & Co
15 mai 2026 16:37,Vente,TAAA24AEQZC,Visa - Débit,"1,695",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"11,86","0,00","11,86","9,88","1,98",20 %,Caissier Frip & Co
15 mai 2026 16:38,Vente,TAAA24AE3ZN,Mastercard - Débit,"5,18",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"36,26","0,00","36,26","30,22","6,04",20 %,Caissier Frip & Co
15 mai 2026 16:40,Vente,TAAA24AGAGP,Espèces,"0,98",kg,Chaussures,Ventes Au Kilo,,EUR,"2,94","0,00","2,94","2,45","0,49",20 %,Caissier Frip & Co
15 mai 2026 16:40,Vente,TAAA24AGAGP,Espèces,"0,64",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"4,48","0,00","4,48","3,73","0,75",20 %,Caissier Frip & Co
15 mai 2026 16:40,Vente,TAAA24AGDSS,Mastercard - Débit,"0,645",kg,Chaussures,Ventes Au Kilo,,EUR,"1,94","0,00","1,94","1,62","0,32",20 %,Caissier Frip & Co
15 mai 2026 16:40,Vente,TAAA24AGDSS,Mastercard - Débit,"4,045",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"28,32","0,00","28,32","23,60","4,72",20 %,Caissier Frip & Co
15 mai 2026 16:42,Vente,TAAA24AHC3Z,Mastercard - Crédit,"1,205",kg,Chaussures,Ventes Au Kilo,,EUR,"3,62","0,00","3,62","3,02","0,60",20 %,Caissier Frip & Co
15 mai 2026 16:42,Vente,TAAA24AHC3Z,Mastercard - Crédit,"3,39",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"23,73","0,00","23,73","19,78","3,95",20 %,Caissier Frip & Co
15 mai 2026 16:44,Vente,TAAA24AKEZF,Mastercard - Crédit,"4,165",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"29,16","0,00","29,16","24,30","4,86",20 %,Caissier Frip & Co
15 mai 2026 16:44,Vente,TAAA24AKF3X,Visa - Débit,"2,82",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"19,74","0,00","19,74","16,45","3,29",20 %,Caissier Frip & Co
15 mai 2026 16:46,Vente,TAAA24AK63X,Visa - Crédit,"1,835",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"12,84","0,00","12,84","10,70","2,14",20 %,Caissier Frip & Co
15 mai 2026 16:47,Vente,TAAA24AK3R3,Visa - Débit,"0,98",kg,Chaussures,Ventes Au Kilo,,EUR,"2,94","0,00","2,94","2,45","0,49",20 %,Caissier Frip & Co
15 mai 2026 16:47,Vente,TAAA24AK3R3,Visa - Débit,"1,385",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"9,70","0,00","9,70","8,08","1,62",20 %,Caissier Frip & Co
15 mai 2026 16:49,Vente,TAAA24AMX4X,Mastercard - Débit,"1,045",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"7,32","0,00","7,32","6,10","1,22",20 %,Caissier Frip & Co
15 mai 2026 16:51,Vente,TAAA24ANQFL,Visa - Débit,"1,56",kg,Vente Moins de 5 Kg,Ventes Au Kilo,,EUR,"10,92","0,00","10,92","9,10","1,82",20 %,Caissier Frip & Co
